escrow_txn_id,reference_type,reference_id,buyer_id,seller_or_vendor_id,amount_inr,hold_date,release_date,status,milestone_trigger
ESC-35967,Order Purchase,ORD-15967,CUST-1967,STR-503,1398,2025-02-21,PENDING,Refunded,Delivery Audit Confirmed
ESC-35968,Order Purchase,ORD-15968,CUST-1968,STR-504,1998,2025-06-10,PENDING,Refunded,Delivery Audit Confirmed
ESC-35969,Order Purchase,ORD-15969,CUST-1969,STR-505,2499,2025-03-08,2025-03-08,Released,Delivery Audit Confirmed
ESC-35970,Order Purchase,ORD-15970,CUST-1970,STR-501,3499,2025-11-02,2025-11-02,Released,Delivery Audit Confirmed
ESC-35971,Order Purchase,ORD-15971,CUST-1971,STR-502,1497,2026-04-21,2026-04-21,Released,Delivery Audit Confirmed
ESC-35972,Order Purchase,ORD-15972,CUST-1972,STR-503,2997,2026-05-13,2026-05-13,Released,Delivery Audit Confirmed
ESC-35973,Order Purchase,ORD-15973,CUST-1973,STR-504,1497,2025-08-21,2025-08-21,Released,Delivery Audit Confirmed
ESC-35974,Order Purchase,ORD-15974,CUST-1974,STR-505,10497,2026-06-18,2026-06-18,Released,Delivery Audit Confirmed
ESC-35975,Order Purchase,ORD-15975,CUST-1975,STR-501,2499,2025-02-02,PENDING,Refunded,Delivery Audit Confirmed
ESC-35976,Order Purchase,ORD-15976,CUST-1976,STR-502,6998,2025-12-10,2025-12-10,Released,Delivery Audit Confirmed
ESC-35977,Order Purchase,ORD-15977,CUST-1977,STR-503,5996,2025-10-23,PENDING,Refunded,Delivery Audit Confirmed
ESC-35978,Order Purchase,ORD-15978,CUST-1978,STR-504,2499,2025-12-01,2025-12-01,Released,Delivery Audit Confirmed
ESC-35979,Order Purchase,ORD-15979,CUST-1979,STR-505,3499,2025-03-12,2025-03-12,Released,Delivery Audit Confirmed
ESC-35980,Order Purchase,ORD-15980,CUST-1980,STR-501,2997,2026-01-20,PENDING,Refunded,Delivery Audit Confirmed
ESC-35981,Order Purchase,ORD-15981,CUST-1981,STR-502,2097,2025-03-08,2025-03-08,Released,Delivery Audit Confirmed
ESC-35982,Order Purchase,ORD-15982,CUST-1982,STR-503,7497,2026-06-08,2026-06-08,Released,Delivery Audit Confirmed
ESC-35983,Order Purchase,ORD-15983,CUST-1983,STR-504,3996,2026-05-29,2026-05-29,Released,Delivery Audit Confirmed
ESC-35984,Order Purchase,ORD-15984,CUST-1984,STR-505,999,2025-05-11,2025-05-11,Released,Delivery Audit Confirmed
ESC-35985,Order Purchase,ORD-15985,CUST-1985,STR-501,9996,2026-02-20,2026-02-20,Released,Delivery Audit Confirmed
ESC-35986,Order Purchase,ORD-15986,CUST-1986,STR-502,7497,2025-11-22,2025-11-22,Released,Delivery Audit Confirmed
ESC-35987,Order Purchase,ORD-15987,CUST-1987,STR-503,999,2025-12-21,2025-12-21,Released,Delivery Audit Confirmed
ESC-35988,Order Purchase,ORD-15988,CUST-1988,STR-504,3499,2025-07-17,2025-07-17,Released,Delivery Audit Confirmed
ESC-35989,Order Purchase,ORD-15989,CUST-1989,STR-505,2796,2025-02-14,2025-02-14,Released,Delivery Audit Confirmed
ESC-35990,Order Purchase,ORD-15990,CUST-1990,STR-501,999,2025-04-04,2025-04-04,Released,Delivery Audit Confirmed
ESC-35991,Order Purchase,ORD-15991,CUST-1991,STR-502,3996,2025-01-09,2025-01-09,Released,Delivery Audit Confirmed
ESC-35992,Order Purchase,ORD-15992,CUST-1992,STR-503,1996,2026-03-06,2026-03-06,Released,Delivery Audit Confirmed
ESC-35993,Order Purchase,ORD-15993,CUST-1993,STR-504,4497,2025-04-06,2025-04-06,Released,Delivery Audit Confirmed
ESC-35994,Order Purchase,ORD-15994,CUST-1994,STR-505,3499,2026-03-03,2026-03-03,Released,Delivery Audit Confirmed
ESC-35995,Order Purchase,ORD-15995,CUST-1995,STR-501,2499,2025-01-08,2025-01-08,Released,Delivery Audit Confirmed
ESC-35996,Order Purchase,ORD-15996,CUST-1996,STR-502,2998,2026-01-21,2026-01-21,Released,Delivery Audit Confirmed
ESC-35997,Order Purchase,ORD-15997,CUST-1997,STR-503,2097,2025-02-26,2025-02-26,Released,Delivery Audit Confirmed
ESC-35998,Order Purchase,ORD-15998,CUST-1998,STR-504,998,2026-04-25,2026-04-25,Released,Delivery Audit Confirmed
ESC-35999,Order Purchase,ORD-15999,CUST-1999,STR-505,13996,2026-03-07,PENDING,Refunded,Delivery Audit Confirmed
ESC-36000,Order Purchase,ORD-16000,CUST-1000,STR-501,1499,2025-02-24,2025-02-24,Released,Delivery Audit Confirmed
ESC-36001,Order Purchase,ORD-16001,CUST-1001,STR-502,999,2026-06-24,PENDING,Refunded,Delivery Audit Confirmed
ESC-36002,Order Purchase,ORD-16002,CUST-1002,STR-503,499,2025-04-05,2025-04-05,Released,Delivery Audit Confirmed
ESC-36003,Order Purchase,ORD-16003,CUST-1003,STR-504,7497,2025-08-21,2025-08-21,Released,Delivery Audit Confirmed
ESC-36004,Order Purchase,ORD-16004,CUST-1004,STR-505,2998,2026-01-19,2026-01-19,Released,Delivery Audit Confirmed
ESC-36005,Order Purchase,ORD-16005,CUST-1005,STR-501,9996,2026-02-13,PENDING,Refunded,Delivery Audit Confirmed
ESC-36006,Order Purchase,ORD-16006,CUST-1006,STR-502,1497,2025-05-21,PENDING,Refunded,Delivery Audit Confirmed
ESC-36007,Order Purchase,ORD-16007,CUST-1007,STR-503,1497,2025-08-21,2025-08-21,Released,Delivery Audit Confirmed
ESC-36008,Order Purchase,ORD-16008,CUST-1008,STR-504,2998,2025-05-25,2025-05-25,Released,Delivery Audit Confirmed
ESC-36009,Order Purchase,ORD-16009,CUST-1009,STR-505,6998,2025-09-11,PENDING,Held,Delivery Audit Confirmed
ESC-36010,Order Purchase,ORD-16010,CUST-1010,STR-501,10497,2026-05-01,PENDING,Refunded,Delivery Audit Confirmed
ESC-36011,Order Purchase,ORD-16011,CUST-1011,STR-502,999,2025-10-25,2025-10-25,Released,Delivery Audit Confirmed
ESC-36012,Order Purchase,ORD-16012,CUST-1012,STR-503,2998,2025-06-12,2025-06-12,Released,Delivery Audit Confirmed
ESC-36013,Order Purchase,ORD-16013,CUST-1013,STR-504,998,2026-01-15,2026-01-15,Released,Delivery Audit Confirmed
ESC-36014,Order Purchase,ORD-16014,CUST-1014,STR-505,7497,2026-06-17,2026-06-17,Released,Delivery Audit Confirmed
ESC-36015,Order Purchase,ORD-16015,CUST-1015,STR-501,2997,2025-12-31,PENDING,Refunded,Delivery Audit Confirmed
ESC-36016,Order Purchase,ORD-16016,CUST-1016,STR-502,1998,2026-02-09,2026-02-09,Released,Delivery Audit Confirmed
ESC-36017,Order Purchase,ORD-16017,CUST-1017,STR-503,699,2026-03-22,2026-03-22,Released,Delivery Audit Confirmed
ESC-36018,Order Purchase,ORD-16018,CUST-1018,STR-504,1497,2025-03-22,2025-03-22,Released,Delivery Audit Confirmed
ESC-36019,Order Purchase,ORD-16019,CUST-1019,STR-505,2097,2025-12-17,2025-12-17,Released,Delivery Audit Confirmed
ESC-36020,Order Purchase,ORD-16020,CUST-1020,STR-501,1499,2026-05-27,2026-05-27,Released,Delivery Audit Confirmed
ESC-36021,Order Purchase,ORD-16021,CUST-1021,STR-502,9996,2026-06-15,2026-06-15,Released,Delivery Audit Confirmed
ESC-36022,Order Purchase,ORD-16022,CUST-1022,STR-503,4998,2025-07-17,2025-07-17,Released,Delivery Audit Confirmed
ESC-36023,Order Purchase,ORD-16023,CUST-1023,STR-504,6998,2025-01-13,2025-01-13,Released,Delivery Audit Confirmed
ESC-36024,Order Purchase,ORD-16024,CUST-1024,STR-505,10497,2025-03-19,2025-03-19,Released,Delivery Audit Confirmed
ESC-36025,Order Purchase,ORD-16025,CUST-1025,STR-501,6998,2025-03-03,2025-03-03,Released,Delivery Audit Confirmed
ESC-36026,Order Purchase,ORD-16026,CUST-1026,STR-502,2796,2025-07-10,2025-07-10,Released,Delivery Audit Confirmed
ESC-36027,Order Purchase,ORD-16027,CUST-1027,STR-503,699,2025-11-12,2025-11-12,Released,Delivery Audit Confirmed
ESC-36028,Order Purchase,ORD-16028,CUST-1028,STR-504,1998,2025-11-25,2025-11-25,Released,Delivery Audit Confirmed
ESC-36029,Order Purchase,ORD-16029,CUST-1029,STR-505,1398,2026-04-30,2026-04-30,Released,Delivery Audit Confirmed
ESC-36030,Order Purchase,ORD-16030,CUST-1030,STR-501,999,2025-09-19,2025-09-19,Released,Delivery Audit Confirmed
ESC-36031,Order Purchase,ORD-16031,CUST-1031,STR-502,2998,2025-10-21,2025-10-21,Released,Delivery Audit Confirmed
ESC-36032,Order Purchase,ORD-16032,CUST-1032,STR-503,7497,2025-12-25,2025-12-25,Released,Delivery Audit Confirmed
ESC-36033,Order Purchase,ORD-16033,CUST-1033,STR-504,2997,2025-10-02,2025-10-02,Released,Delivery Audit Confirmed
ESC-36034,Order Purchase,ORD-16034,CUST-1034,STR-505,998,2025-04-18,2025-04-18,Released,Delivery Audit Confirmed
ESC-36035,Order Purchase,ORD-16035,CUST-1035,STR-501,5996,2025-04-18,PENDING,Refunded,Delivery Audit Confirmed
ESC-36036,Order Purchase,ORD-16036,CUST-1036,STR-502,1398,2025-01-31,PENDING,Refunded,Delivery Audit Confirmed
ESC-36037,Order Purchase,ORD-16037,CUST-1037,STR-503,6998,2025-05-27,2025-05-27,Released,Delivery Audit Confirmed
ESC-36038,Order Purchase,ORD-16038,CUST-1038,STR-504,1996,2025-10-18,2025-10-18,Released,Delivery Audit Confirmed
ESC-36039,Order Purchase,ORD-16039,CUST-1039,STR-505,499,2025-10-08,2025-10-08,Released,Delivery Audit Confirmed
ESC-36040,Order Purchase,ORD-16040,CUST-1040,STR-501,7497,2026-01-25,PENDING,Held,Delivery Audit Confirmed
ESC-36041,Order Purchase,ORD-16041,CUST-1041,STR-502,2998,2025-05-30,2025-05-30,Released,Delivery Audit Confirmed
ESC-36042,Order Purchase,ORD-16042,CUST-1042,STR-503,7497,2026-03-16,PENDING,Refunded,Delivery Audit Confirmed
ESC-36043,Order Purchase,ORD-16043,CUST-1043,STR-504,1497,2025-11-04,2025-11-04,Released,Delivery Audit Confirmed
ESC-36044,Order Purchase,ORD-16044,CUST-1044,STR-505,1499,2025-03-31,2025-03-31,Released,Delivery Audit Confirmed
ESC-36045,Order Purchase,ORD-16045,CUST-1045,STR-501,2499,2025-07-10,2025-07-10,Released,Delivery Audit Confirmed
ESC-36046,Order Purchase,ORD-16046,CUST-1046,STR-502,2796,2026-02-19,2026-02-19,Released,Delivery Audit Confirmed
ESC-36047,Order Purchase,ORD-16047,CUST-1047,STR-503,1497,2025-02-08,PENDING,Refunded,Delivery Audit Confirmed
ESC-36048,Order Purchase,ORD-16048,CUST-1048,STR-504,7497,2026-05-06,2026-05-06,Released,Delivery Audit Confirmed
ESC-36049,Order Purchase,ORD-16049,CUST-1049,STR-505,7497,2025-03-06,2025-03-06,Released,Delivery Audit Confirmed
ESC-36050,Order Purchase,ORD-16050,CUST-1050,STR-501,13996,2025-08-27,2025-08-27,Released,Delivery Audit Confirmed
ESC-36051,Order Purchase,ORD-16051,CUST-1051,STR-502,9996,2026-05-08,PENDING,Held,Delivery Audit Confirmed
ESC-36052,Order Purchase,ORD-16052,CUST-1052,STR-503,10497,2026-03-30,PENDING,Held,Delivery Audit Confirmed
ESC-36053,Order Purchase,ORD-16053,CUST-1053,STR-504,1398,2025-12-11,PENDING,Refunded,Delivery Audit Confirmed
ESC-36054,Order Purchase,ORD-16054,CUST-1054,STR-505,2796,2025-08-14,2025-08-14,Released,Delivery Audit Confirmed
ESC-36055,Order Purchase,ORD-16055,CUST-1055,STR-501,7497,2025-11-16,2025-11-16,Released,Delivery Audit Confirmed
ESC-36056,Order Purchase,ORD-16056,CUST-1056,STR-502,2998,2025-10-10,2025-10-10,Released,Delivery Audit Confirmed
ESC-36057,Order Purchase,ORD-16057,CUST-1057,STR-503,9996,2025-07-17,2025-07-17,Released,Delivery Audit Confirmed
ESC-36058,Order Purchase,ORD-16058,CUST-1058,STR-504,1499,2025-10-27,PENDING,Refunded,Delivery Audit Confirmed
ESC-36059,Order Purchase,ORD-16059,CUST-1059,STR-505,2997,2025-03-09,2025-03-09,Released,Delivery Audit Confirmed
ESC-36060,Order Purchase,ORD-16060,CUST-1060,STR-501,2796,2025-02-22,2025-02-22,Released,Delivery Audit Confirmed
ESC-36061,Order Purchase,ORD-16061,CUST-1061,STR-502,1398,2026-06-15,PENDING,Held,Delivery Audit Confirmed
ESC-36062,Order Purchase,ORD-16062,CUST-1062,STR-503,4998,2025-08-02,2025-08-02,Released,Delivery Audit Confirmed
ESC-36063,Order Purchase,ORD-16063,CUST-1063,STR-504,1398,2026-01-29,2026-01-29,Released,Delivery Audit Confirmed
ESC-36064,Order Purchase,ORD-16064,CUST-1064,STR-505,3499,2025-11-21,2025-11-21,Released,Delivery Audit Confirmed
ESC-36065,Order Purchase,ORD-16065,CUST-1065,STR-501,13996,2026-06-08,2026-06-08,Released,Delivery Audit Confirmed
ESC-36066,Order Purchase,ORD-16066,CUST-1066,STR-502,5996,2025-05-05,2025-05-05,Released,Delivery Audit Confirmed
ESC-36067,Order Purchase,ORD-16067,CUST-1067,STR-503,3996,2026-02-03,2026-02-03,Released,Delivery Audit Confirmed
ESC-36068,Order Purchase,ORD-16068,CUST-1068,STR-504,9996,2025-04-12,2025-04-12,Released,Delivery Audit Confirmed
ESC-36069,Order Purchase,ORD-16069,CUST-1069,STR-505,2997,2025-05-06,2025-05-06,Released,Delivery Audit Confirmed
ESC-36070,Order Purchase,ORD-16070,CUST-1070,STR-501,7497,2025-05-29,PENDING,Refunded,Delivery Audit Confirmed
ESC-36071,Order Purchase,ORD-16071,CUST-1071,STR-502,4998,2025-05-11,PENDING,Held,Delivery Audit Confirmed
ESC-36072,Order Purchase,ORD-16072,CUST-1072,STR-503,2796,2025-08-31,2025-08-31,Released,Delivery Audit Confirmed
ESC-36073,Order Purchase,ORD-16073,CUST-1073,STR-504,3499,2025-11-11,2025-11-11,Released,Delivery Audit Confirmed
ESC-36074,Order Purchase,ORD-16074,CUST-1074,STR-505,2997,2025-07-20,PENDING,Refunded,Delivery Audit Confirmed
ESC-36075,Order Purchase,ORD-16075,CUST-1075,STR-501,999,2025-12-26,PENDING,Held,Delivery Audit Confirmed
ESC-36076,Order Purchase,ORD-16076,CUST-1076,STR-502,998,2026-03-02,2026-03-02,Released,Delivery Audit Confirmed
ESC-36077,Order Purchase,ORD-16077,CUST-1077,STR-503,3499,2025-08-28,2025-08-28,Released,Delivery Audit Confirmed
ESC-36078,Order Purchase,ORD-16078,CUST-1078,STR-504,9996,2025-04-14,PENDING,Held,Delivery Audit Confirmed
ESC-36079,Order Purchase,ORD-16079,CUST-1079,STR-505,1398,2025-05-06,PENDING,Refunded,Delivery Audit Confirmed
ESC-36080,Order Purchase,ORD-16080,CUST-1080,STR-501,2796,2025-07-09,2025-07-09,Released,Delivery Audit Confirmed
ESC-36081,Order Purchase,ORD-16081,CUST-1081,STR-502,2499,2025-04-07,2025-04-07,Released,Delivery Audit Confirmed
ESC-36082,Order Purchase,ORD-16082,CUST-1082,STR-503,699,2025-03-15,2025-03-15,Released,Delivery Audit Confirmed
ESC-36083,Order Purchase,ORD-16083,CUST-1083,STR-504,6998,2026-01-18,2026-01-18,Released,Delivery Audit Confirmed
ESC-36084,Order Purchase,ORD-16084,CUST-1084,STR-505,3499,2025-04-23,2025-04-23,Released,Delivery Audit Confirmed
ESC-36085,Order Purchase,ORD-16085,CUST-1085,STR-501,5996,2025-12-13,2025-12-13,Released,Delivery Audit Confirmed
ESC-36086,Order Purchase,ORD-16086,CUST-1086,STR-502,998,2025-08-12,2025-08-12,Released,Delivery Audit Confirmed
ESC-36087,Order Purchase,ORD-16087,CUST-1087,STR-503,499,2025-05-04,2025-05-04,Released,Delivery Audit Confirmed
ESC-36088,Order Purchase,ORD-16088,CUST-1088,STR-504,1497,2025-01-26,2025-01-26,Released,Delivery Audit Confirmed
ESC-36089,Order Purchase,ORD-16089,CUST-1089,STR-505,3996,2025-04-10,2025-04-10,Released,Delivery Audit Confirmed
ESC-36090,Order Purchase,ORD-16090,CUST-1090,STR-501,1398,2026-06-08,2026-06-08,Released,Delivery Audit Confirmed
ESC-36091,Order Purchase,ORD-16091,CUST-1091,STR-502,2097,2026-03-28,2026-03-28,Released,Delivery Audit Confirmed
ESC-36092,Order Purchase,ORD-16092,CUST-1092,STR-503,7497,2025-03-03,2025-03-03,Released,Delivery Audit Confirmed
ESC-36093,Order Purchase,ORD-16093,CUST-1093,STR-504,7497,2026-01-19,PENDING,Held,Delivery Audit Confirmed
ESC-36094,Order Purchase,ORD-16094,CUST-1094,STR-505,2499,2025-01-14,2025-01-14,Released,Delivery Audit Confirmed
ESC-36095,Order Purchase,ORD-16095,CUST-1095,STR-501,1996,2025-07-05,2025-07-05,Released,Delivery Audit Confirmed
ESC-36096,Order Purchase,ORD-16096,CUST-1096,STR-502,5996,2025-05-21,PENDING,Held,Delivery Audit Confirmed
ESC-36097,Order Purchase,ORD-16097,CUST-1097,STR-503,998,2025-01-26,2025-01-26,Released,Delivery Audit Confirmed
ESC-36098,Order Purchase,ORD-16098,CUST-1098,STR-504,6998,2025-08-27,2025-08-27,Released,Delivery Audit Confirmed
ESC-36099,Order Purchase,ORD-16099,CUST-1099,STR-505,3996,2025-01-31,2025-01-31,Released,Delivery Audit Confirmed
ESC-36100,Order Purchase,ORD-16100,CUST-1100,STR-501,3996,2025-12-09,2025-12-09,Released,Delivery Audit Confirmed
ESC-36101,Order Purchase,ORD-16101,CUST-1101,STR-502,999,2026-01-31,PENDING,Refunded,Delivery Audit Confirmed
ESC-36102,Order Purchase,ORD-16102,CUST-1102,STR-503,6998,2026-03-07,2026-03-07,Released,Delivery Audit Confirmed
ESC-36103,Order Purchase,ORD-16103,CUST-1103,STR-504,999,2025-06-03,2025-06-03,Released,Delivery Audit Confirmed
ESC-36104,Order Purchase,ORD-16104,CUST-1104,STR-505,4998,2025-05-29,2025-05-29,Released,Delivery Audit Confirmed
ESC-36105,Order Purchase,ORD-16105,CUST-1105,STR-501,4497,2025-07-30,2025-07-30,Released,Delivery Audit Confirmed
ESC-36106,Order Purchase,ORD-16106,CUST-1106,STR-502,699,2026-02-13,2026-02-13,Released,Delivery Audit Confirmed
ESC-36107,Order Purchase,ORD-16107,CUST-1107,STR-503,10497,2025-04-15,2025-04-15,Released,Delivery Audit Confirmed
ESC-36108,Order Purchase,ORD-16108,CUST-1108,STR-504,3499,2025-08-23,2025-08-23,Released,Delivery Audit Confirmed
ESC-36109,Order Purchase,ORD-16109,CUST-1109,STR-505,13996,2026-02-08,2026-02-08,Released,Delivery Audit Confirmed
ESC-36110,Order Purchase,ORD-16110,CUST-1110,STR-501,6998,2025-04-06,2025-04-06,Released,Delivery Audit Confirmed
ESC-36111,Order Purchase,ORD-16111,CUST-1111,STR-502,499,2026-05-03,2026-05-03,Released,Delivery Audit Confirmed
ESC-36112,Order Purchase,ORD-16112,CUST-1112,STR-503,10497,2026-03-19,2026-03-19,Released,Delivery Audit Confirmed
ESC-36113,Order Purchase,ORD-16113,CUST-1113,STR-504,4998,2026-02-27,2026-02-27,Released,Delivery Audit Confirmed
ESC-36114,Order Purchase,ORD-16114,CUST-1114,STR-505,699,2025-08-15,2025-08-15,Released,Delivery Audit Confirmed
ESC-36115,Order Purchase,ORD-16115,CUST-1115,STR-501,13996,2026-02-14,2026-02-14,Released,Delivery Audit Confirmed
ESC-36116,Order Purchase,ORD-16116,CUST-1116,STR-502,2997,2025-06-04,PENDING,Held,Delivery Audit Confirmed
ESC-36117,Order Purchase,ORD-16117,CUST-1117,STR-503,1499,2026-01-09,2026-01-09,Released,Delivery Audit Confirmed
ESC-36118,Order Purchase,ORD-16118,CUST-1118,STR-504,2997,2026-03-22,PENDING,Refunded,Delivery Audit Confirmed
ESC-36119,Order Purchase,ORD-16119,CUST-1119,STR-505,4497,2025-06-16,2025-06-16,Released,Delivery Audit Confirmed
ESC-36120,Order Purchase,ORD-16120,CUST-1120,STR-501,2097,2025-09-16,2025-09-16,Released,Delivery Audit Confirmed
ESC-36121,Order Purchase,ORD-16121,CUST-1121,STR-502,1398,2025-01-10,2025-01-10,Released,Delivery Audit Confirmed
ESC-36122,Order Purchase,ORD-16122,CUST-1122,STR-503,1398,2025-11-03,2025-11-03,Released,Delivery Audit Confirmed
ESC-36123,Order Purchase,ORD-16123,CUST-1123,STR-504,9996,2025-02-07,2025-02-07,Released,Delivery Audit Confirmed
ESC-36124,Order Purchase,ORD-16124,CUST-1124,STR-505,2097,2025-08-05,PENDING,Refunded,Delivery Audit Confirmed
ESC-36125,Order Purchase,ORD-16125,CUST-1125,STR-501,1497,2025-10-19,2025-10-19,Released,Delivery Audit Confirmed
ESC-36126,Order Purchase,ORD-16126,CUST-1126,STR-502,2499,2025-04-05,2025-04-05,Released,Delivery Audit Confirmed
ESC-36127,Order Purchase,ORD-16127,CUST-1127,STR-503,2499,2025-04-15,2025-04-15,Released,Delivery Audit Confirmed
ESC-36128,Order Purchase,ORD-16128,CUST-1128,STR-504,4998,2025-10-07,2025-10-07,Released,Delivery Audit Confirmed
ESC-36129,Order Purchase,ORD-16129,CUST-1129,STR-505,2796,2026-04-02,2026-04-02,Released,Delivery Audit Confirmed
ESC-36130,Order Purchase,ORD-16130,CUST-1130,STR-501,7497,2025-06-15,2025-06-15,Released,Delivery Audit Confirmed
ESC-36131,Order Purchase,ORD-16131,CUST-1131,STR-502,4497,2025-12-09,2025-12-09,Released,Delivery Audit Confirmed
ESC-36132,Order Purchase,ORD-16132,CUST-1132,STR-503,1499,2026-04-19,2026-04-19,Released,Delivery Audit Confirmed
ESC-36133,Order Purchase,ORD-16133,CUST-1133,STR-504,7497,2025-10-28,2025-10-28,Released,Delivery Audit Confirmed
ESC-36134,Order Purchase,ORD-16134,CUST-1134,STR-505,2499,2025-02-15,PENDING,Refunded,Delivery Audit Confirmed
ESC-36135,Order Purchase,ORD-16135,CUST-1135,STR-501,9996,2025-08-08,2025-08-08,Released,Delivery Audit Confirmed
ESC-36136,Order Purchase,ORD-16136,CUST-1136,STR-502,4497,2025-09-03,2025-09-03,Released,Delivery Audit Confirmed
ESC-36137,Order Purchase,ORD-16137,CUST-1137,STR-503,7497,2026-04-10,2026-04-10,Released,Delivery Audit Confirmed
ESC-36138,Order Purchase,ORD-16138,CUST-1138,STR-504,2796,2025-12-06,2025-12-06,Released,Delivery Audit Confirmed
ESC-36139,Order Purchase,ORD-16139,CUST-1139,STR-505,1398,2025-03-13,PENDING,Refunded,Delivery Audit Confirmed
ESC-36140,Order Purchase,ORD-16140,CUST-1140,STR-501,1497,2026-01-12,2026-01-12,Released,Delivery Audit Confirmed
ESC-36141,Order Purchase,ORD-16141,CUST-1141,STR-502,9996,2025-03-17,2025-03-17,Released,Delivery Audit Confirmed
ESC-36142,Order Purchase,ORD-16142,CUST-1142,STR-503,3499,2025-01-15,PENDING,Refunded,Delivery Audit Confirmed
ESC-36143,Order Purchase,ORD-16143,CUST-1143,STR-504,10497,2025-04-01,2025-04-01,Released,Delivery Audit Confirmed
ESC-36144,Order Purchase,ORD-16144,CUST-1144,STR-505,999,2026-06-05,2026-06-05,Released,Delivery Audit Confirmed
ESC-36145,Order Purchase,ORD-16145,CUST-1145,STR-501,6998,2026-05-24,2026-05-24,Released,Delivery Audit Confirmed
ESC-36146,Order Purchase,ORD-16146,CUST-1146,STR-502,1998,2026-04-28,2026-04-28,Released,Delivery Audit Confirmed
ESC-36147,Order Purchase,ORD-16147,CUST-1147,STR-503,5996,2025-01-28,PENDING,Held,Delivery Audit Confirmed
ESC-36148,Order Purchase,ORD-16148,CUST-1148,STR-504,1499,2025-11-21,2025-11-21,Released,Delivery Audit Confirmed
ESC-36149,Order Purchase,ORD-16149,CUST-1149,STR-505,2998,2025-04-11,PENDING,Held,Delivery Audit Confirmed
ESC-36150,Order Purchase,ORD-16150,CUST-1150,STR-501,1499,2025-07-24,2025-07-24,Released,Delivery Audit Confirmed
ESC-36151,Order Purchase,ORD-16151,CUST-1151,STR-502,1499,2025-07-14,2025-07-14,Released,Delivery Audit Confirmed
ESC-36152,Order Purchase,ORD-16152,CUST-1152,STR-503,699,2025-11-02,PENDING,Refunded,Delivery Audit Confirmed
ESC-36153,Order Purchase,ORD-16153,CUST-1153,STR-504,6998,2025-07-02,2025-07-02,Released,Delivery Audit Confirmed
